Ticket ID,Customer Name,Product Purchased,Ticket Type,Ticket Subject,Ticket Description,Customer Satisfaction Rating
817,Customer,Delta,Support inquiry,"@Delta OK it was not a full flight, #equipment change had no","CONVERSATION HISTORY:
Customer: @delta #delta moves you to #dm the moment you have a #complaint with no results. Just got some #bs #answers but no real reason why they changed our #seating!
Agent: @115886 We sincerely apologize for your disappointment. We always strive to create a positive customer experience. *AJC
Customer: @Delta #Again #nothing #bs #no #answers
Agent: @115886 Hi Caesar, can you DM your confirmation # to the link provided? I will be glad to look into this for you.   *TBT https://t.co/6iDGBJAc2m
Customer: @Delta Same again! #equipment #change #no #guaranteed #seats #apologies I’ll DM you if you can give me a #real #answer and no #standard #bs #answers
Agent: @115886 I would be glad to look into this for you.  *TBT

CURRENT MESSAGE:
@Delta OK it was not a full flight, #equipment change had nothing to do with comfort class, no #disabilities (and a handling agent telling #customer #care would take care of us) So please non of these as an excuse! I’ll retwitter your reply! Thanks",
855,Customer,SpotifyCares,Support inquiry,@SpotifyCares doesn’t work and i even tried deleting the app,"CONVERSATION HISTORY:
Customer: i’m pissed my @115888 shuffle and repeat button just don’t fucking work and i’m getting frustrated
Agent: @115887 Hey! What device, operating system, and Spotify version are you using? We'll see what we can suggest /CB
Customer: @SpotifyCares iphone 7+ and i have the most recent update for spotify
Agent: @115887 Thanks. Just to be sure, are you Free or Premium? Also, can you give us more info on what happens when you try using it? /CB
Customer: @SpotifyCares Premium &amp; when i️ have it on shuffle it turns off when the song is done and just plays in order and the repeat lights up but doesn’t repeat
Agent: @115887 Hmm. Can you try restarting your device by holding the Sleep/Wake + Volume Down buttons for 10 seconds? Keep us posted /LS

CURRENT MESSAGE:
@SpotifyCares doesn’t work and i even tried deleting the app",
862,Customer,SpotifyCares,Support inquiry,"@SpotifyCares Yes, multiple times. No changes. I am Premium ","CONVERSATION HISTORY:
Customer: @SpotifyCares @115890 Groove Music quits &amp; redirect to Spotify. But the W10M App is a bugfest.. Any further Updates possible?
Agent: @115889 Hey there! That doesn't sound good. What's happening exactly? Can you let us know the app version you're using? /PB
Customer: @SpotifyCares 2/2... and there is no way to manage Albums (recently added e.g.) in the App. It's a mess 😲 https://t.co/RlWuqllt8S
Agent: @115889 Got it. It's not possible at the moment, but we'll pass on the the suggestion. Could you try reinstalling the app? /PB

CURRENT MESSAGE:
@SpotifyCares Yes, multiple times. No changes. I am Premium User an when @115890  send us users to Spotify there should be a bugfree running App 🤨",
866,Customer,SpotifyCares,Support inquiry,@SpotifyCares ok thx,"CONVERSATION HISTORY:
Customer: is there a way to find non-explicit songs that are explicit @SpotifyCares
Agent: @115891 Hey Mikey! We're afraid there's no way to filter or search that way, but we'll pass that suggestion on to the relevant folks /GS

CURRENT MESSAGE:
@SpotifyCares ok thx",
872,Customer,British_Airways,Support inquiry,"@British_Airways Sure, how much would an upgrade cost, out o","CONVERSATION HISTORY:
Customer: Hi @British_Airways! My flight from MAN--LHR--BWI for Nov. 3 was canceled. I was excited to try your Club 787 product. Only available flight is now to IAD which is a hassle, but rebooked anyway--my only option! Any availability in first class on BA293 for the troubles please?
Agent: @115892 caused. We're unable to offer a complimentary upgrade, however we can quote an upgrade if you would like us to? ^Jane 2/2

CURRENT MESSAGE:
@British_Airways Sure, how much would an upgrade cost, out of curiosity?",
969,Customer,British_Airways,Support inquiry,@British_Airways https://t.co/NM3ZczuH2W here's the news art,"CONVERSATION HISTORY:
Customer: @British_Airways runway is under maintenance at Delhi from 7 nov. flights have been cancelled. Wanted to know status of BA0257, lhr-del 7nov
Agent: @115896 Hi Sreejit, we have no info about this as yet. Please keep an eye online as this will be updated as soon as we know. ^Helen

CURRENT MESSAGE:
@British_Airways https://t.co/NM3ZczuH2W here's the news article in case you guys need it. If you have any updates in the future, do share. Thanks.",
989,Customer,comcastcares,Support inquiry,@comcastcares Thanks for your reply but that's why I said Up,"CONVERSATION HISTORY:
Customer: Why does @115900 record programs on my DVR from channels I don't subscribe to? Blank recordings. I don't have NBA LP! #UpgradeYourSoftware! https://t.co/0ir2a2rSt1
Agent: @115901 Hello, have you checked your scheduled menu? You may have a series recording scheduled. - Matt
Customer: @comcastcares Phoenix Suns are on auto record. NBA Team Channel 752 trying to record tonight. I only want regular broadcast games recorded like TiVo does.
Agent: @115901 If you set a recording for a sports team it will try to record it on any available network. - Matt

CURRENT MESSAGE:
@comcastcares Thanks for your reply but that's why I said Update your Software. If  @115902 knows not to record on an unavailable channel, it's software.",
1000,Customer,AmericanAir,Support inquiry,@AmericanAir Erica on the lax team is amazing give her a rai,"CONVERSATION HISTORY:
Customer: @AmericanAir have a flight at 330pm (45mins) I’m almost to Lax. I’m legally blind and didn’t know where to let you know I need assistance.
Customer: @AmericanAir Could you have someone on your lax team available to guide me to my gate ASAP
Agent: @115904 Our apologies for the delay in responding to you. Have you made it to LAX? Let us know if you still need assistance.

CURRENT MESSAGE:
@AmericanAir Erica on the lax team is amazing give her a raise ty",
1005,Customer,AmericanAir,Support inquiry,"@AmericanAir Right, but I earned those. I also shouldn’t hav","CONVERSATION HISTORY:
Customer: I’m sorry, what? It’s going to COST me $50 to transfer 4,000 AA Advantage points to my spouse? @AmericanAir this is ridiculous!!
Agent: @115906 This is a great option for customers who want to share miles and it's cheaper than having to purchase them.

CURRENT MESSAGE:
@AmericanAir Right, but I earned those. I also shouldn’t have to pay to pass them to my own spouse. You need to change your program.",
1174,Customer,TMobileHelp,Support inquiry,@TMobileHelp  https://t.co/tznFggbx3Y,"CONVERSATION HISTORY:
Customer: @TMobileHelp @1247 The @10568 code is not working when applied at checkout. Can you please look into this? https://t.co/SJvM7AW24t
Agent: @115918 We want this to work perfectly! Do you have at least 10 photos selected? If not, add another and try. DM w/ any questions! *ChrisBradstreet
Customer: @TMobileHelp Got it. One of them resized to 4x4. So instead of alerting me it just wouldn't take the coupon code. I resized it and it worked. Thanks.
Agent: @115918 You are welcome and thanks for letting us know. If you need anything else we are here for you. #HappyTMobileTuesday *KennethStone
Customer: @TMobileHelp @115918 OK maybe my problem too let me try that resizing.
Agent: @115917 We want to help you with this great #TMobileTuesday deal! Shoot me a DM here https://t.co/jAb1JkOMRy  *AngieShaw

CURRENT MESSAGE:
@TMobileHelp  https://t.co/tznFggbx3Y",
1207,Customer,VirginTrains,Support inquiry,@VirginTrains What are your targets for next season? I see y,"CONVERSATION HISTORY:
Customer: @VirginTrains For at least the third time this year, I will miss the meeting I especially took the train for in the first place. So often late. No refund because it ""doesn't qualify"". Next season = car.
Agent: @115923 Hi Andy, really sorry to hear this. Which service are you travelling on please? ^HP
Customer: @VirginTrains The 06:20 from Euston. Now I'm here waiting on the 19:00 from B'ham int. Also late.
Agent: @115923 Sadly the service has been delayed due to a fault on the line ^CB
Customer: @VirginTrains Always some supposedly acceptable reason, yes I get that, but when one uses the trains every week and spends a lot of money, for it to be late regularly is just not acceptable.
Agent: @115923 I understand the frustration this causes, Andy ^CB
Customer: @VirginTrains Oh, that's nice. What are you doing about it? What are you targets next year?
Agent: @115923 These delays are out of our control, but we do work with Network Rail to try and reduce any problems ^CB

CURRENT MESSAGE:
@VirginTrains What are your targets for next season? I see your prices go up, so I assume you've set performance targets reflective of that.",
1223,Customer,SouthwestAir,Support inquiry,@SouthwestAir Its working again,"CONVERSATION HISTORY:
Customer: @SouthwestAir is down on the my account page 😑😑
Agent: @115929 Hm, we haven't had any reported errors lately. Have you tried accessing your RR account via a different browser? ^MA
Customer: @SouthwestAir consider this your 1st reported error
Agent: @115929 Please DM us a picture of the error you're receiving. ^MA

CURRENT MESSAGE:
@SouthwestAir Its working again",
1226,Customer,AskeBay,Support inquiry,@AskeBay sure will do. Getting refunded by the sellers in th,"CONVERSATION HISTORY:
Customer: Change your @115931 password and turn on two-step verification or else you, too, may receive a paypal receipt for a van reversing camera with a random delivery address in Walthamstow.
Agent: @115930 Hi Simon! I’m sorry to hear this! Sounds like your account may have been compromised. I strongly advise you to contact our security teams &gt; https://t.co/hV7XdVcjA7 if you haven’t already done so, to make sure you do to ensure your account is fully secured. ^GR

CURRENT MESSAGE:
@AskeBay sure will do. Getting refunded by the sellers in the meantime.",
1239,Customer,SouthwestAir,Support inquiry,"@SouthwestAir Me to! I'm super excited, get to try this enti","CONVERSATION HISTORY:
Customer: @SouthwestAir helped me out to try to get through to my flight when my @AmericanAir didn't and my flight was with AA. Wow. Loss for words
Agent: @115933 Just 'cause you're not traveling with us doesn't mean we can't be there for you Heather! Glad we could help, and have a great weekend! ^SO
Customer: @SouthwestAir You guys helped me so much trying to get me on a flight that was not even through yours, amazing company, amazing people, thank you so much💕
Agent: @115933 We're a Customer Service Company that just happens to also fly airplanes, Heather. Thanks for sharing the love! ^NA
Customer: @SouthwestAir You guys are amazing, seriously thank you from the bottom of my heart!
Agent: @115933 We hope to see you onboard soon! ^MS
Customer: @SouthwestAir You'll be seeing me at the end of this month for the concert I missed my flight for because of American Airlines, thank you again guys 💕
Agent: @115933 We've got the date circled on our calendar! Counting down the minutes until we can welcome you onboard. ^SL

CURRENT MESSAGE:
@SouthwestAir Me to! I'm super excited, get to try this entire trip all over again, and at least this time I know I'll have the best time due to y'all ☺️",
1249,Customer,AskeBay,Support inquiry,@AskeBay Thanks!!,"CONVERSATION HISTORY:
Customer: @AskeBay need assistance. Bought item, due to be delivered Saturday. Never received item, despite being marked as delivered. No response from seller, delivery services cannot assist with lost/missing package. Please advise.
Agent: @115938 Hi there. Sorry to hear the item has not arrived. Is there tracking for the item? If not, I'd advise opening an item not received claim. You can learn more about that here&gt; https://t.co/0toc8cKSB0. Any other questions, let us know. ^SG
Customer: @AskeBay The item has been marked as delivered, and the system would not let me contact ebay customer service directly. It was not sellers fault, it was mismanaged somewhere between shipment and delivery. Still file a claim?
Customer: @AskeBay Need to contact customer service directly. Please DM contact email for customer service
Agent: @115938 As the seller is responsible for the courier, they can claim for lost items from the courier. You still have to open a claim through eBay to be protected. Please follow the previous steps. We cant outbound DM. You can DM us if you have any other questions. ^SG
Customer: @AskeBay Ok, thank you for your help, I'll do that.
Agent: @115938 You're more than welcome. Any other questions, please dont hesitate to ask. Thanks ^SG
Customer: @AskeBay I have further questions about my eBay transaction- I DM'ed to explain, thanks
Agent: @115938 Just responded a moment ago - thanks for your patience! ^TL

CURRENT MESSAGE:
@AskeBay Thanks!!",
